C_No.,Review Text,Star Rating,Polarity Scores
641,😊,3,Satisfied
642,nice app for daily essentials,5,Satisfied
643,it's good because it has an option for cash on delivery,5,Satisfied
644,good,5,Satisfied
645,so Best,5,Satisfied
646,good 👍,5,Satisfied
647,nice app,4,Satisfied
648,bkwas,1,Neutral
649,very excellent app forever this app has received very good offer they deserve five star rating 👏👏,5,Extremely Satisfied
650,this app is very good,5,Satisfied
651,Receiving expired item and system is pretending no network while getting help.,1,Neutral
652,good service,5,Satisfied
653,Very bad costumer service I recived damaged product and they don't did anything,1,Extremely Dissatisfied
654,great service,5,Satisfied
655,nice,5,Satisfied
656,very nice product,5,Satisfied
657,good,5,Satisfied
658,good 😊,5,Extremely Satisfied
659,excellent,5,Satisfied
660,nice,5,Satisfied
661,good,5,Satisfied
662,good reward 😁😁,5,Extremely Satisfied
663,good,5,Satisfied
664,product should available,3,Neutral
665,good,5,Satisfied
666,gud,4,Neutral
667,good,5,Satisfied
668,fast delivery,5,Neutral
669,super fast delivery,5,Satisfied
670,nice,5,Satisfied
671,high price,5,Neutral
672,great,5,Satisfied
673,please keep 1 kg packs in groceries as most of the pulses 500gms packs are costlier in good brands particularly in organic brands,4,Satisfied
674,worst app and worst customer service experience... product details unclear and costly. non food items can be returned within 3 days.,1,Extremely Dissatisfied
675,thank you so much,5,Satisfied
676,good,5,Satisfied
677,better than blinkit,5,Satisfied
678,good,5,Satisfied
679,nice,5,Satisfied
680,good,5,Satisfied
681,VERY NICE,5,Satisfied
682,excellent service,5,Satisfied
683,nice,5,Satisfied
684,good,5,Satisfied
685,good,5,Satisfied
686,never before deals...superb!!!,5,Neutral
687,you guys suspended my id without any reason. from the last 10 days I am continuously emailing you regarding my issue. you guys are not providing me any reason for that nor activating my id. this is so unprofessional behaviour from your side. I was not expecting this behaviour from you.,1,Extremely Dissatisfied
688,Good Application..one stop solution,5,Satisfied
689,app too slow,2,Neutral
690,Excellent very good faster,5,Extremely Satisfied
691,super super,5,Extremely Satisfied
692,good but more expensive,5,Neutral
693,it's really a good app we can get anything in this without any problems,4,Satisfied
694,every helpfull app,5,Neutral
695,good,4,Satisfied
696,good app,3,Satisfied
697,"Too good,great coupens, timely delivery and perfect services.👍",5,Satisfied
698,It's very usful app very good app i don't want to say anything about app you install and check with your own,5,Satisfied
699,good app,4,Satisfied
700,don't use this app,1,Neutral
701,"I ordered a styling duo combo of hair(cream and gel) but only received the hair gel, I tried reaching out so many times but no response received. Very disappointed",1,Dissatisfied
702,👍🏻😊,4,Satisfied
703,very good,4,Satisfied
704,great appreciation,5,Extremely Satisfied
705,ok,5,Satisfied
706,🌹,5,Neutral
707,best and fastest Delivery,5,Satisfied
708,Instamart very useful app all items One app really awesome 😎,5,Extremely Satisfied
709,good,4,Satisfied
710,good,2,Satisfied
711,nice app,5,Satisfied
712,thank you 😊,5,Extremely Satisfied
713,better,5,Satisfied
714,very nice 👍,5,Satisfied
715,"Never buy any product from them, they sale faulty product and once purchase it, there is no exchange or refund of the product",1,Dissatisfied
716,that's great delivery 🚚,4,Satisfied
717,Coupons got used even the order was not placed because of issue while making the payment. What kind of app programming is this?,1,Neutral
718,best app for grocery,5,Satisfied
719,"Easily access, earlier delivery and comfortable dealing!!!!",5,Extremely Satisfied
720,🥳,5,Satisfied
721,good and easy to order,5,Satisfied
722,very good app,5,Satisfied
723,very app delivery qick and fast all new products,5,Neutral
724,good,5,Satisfied
725,very nice,5,Satisfied
726,Nice,5,Satisfied
727,nice,5,Satisfied
728,excellent,5,Satisfied
729,price is high some product only having.,1,Neutral
730,"The more I say the less it is, the number one home delivery app",4,Neutral
731,nice,5,Satisfied
732,worrst chiting service,1,Neutral
733,nice,5,Satisfied
734,best one app,5,Satisfied
735,good,4,Satisfied
736,very bad service,1,Dissatisfied
737,best app,5,Satisfied
738,great 👍,5,Satisfied
739,nice service,5,Satisfied
740,very good service,5,Satisfied
741,best,5,Satisfied
742,Nice,5,Satisfied
743,good,5,Satisfied
744,good 👍,5,Satisfied
745,good,3,Satisfied
746,"This app was a scam. It said that if I placed an order for 199, I would get free sugar, but I didn't receive it. If you weren't going to provide these things, why did you offer such a deal? i also completed customer care they Said aap mail kr dijiye and lastly they apologise but i still this why you mention such offered if you not provided",1,Extremely Satisfied
747,not available cash on delivery 😔,3,Neutral
748,good,3,Satisfied
749,great,5,Satisfied
750,Every thing is Awesome,5,Satisfied
751,super se uper,5,Satisfied
752,very nice,5,Satisfied
753,nice caller tune nice service,5,Satisfied
754,good,5,Satisfied
755,It's really good platform,5,Satisfied
756,nice app fast delivery,5,Satisfied
757,"Swiggy Instamart is basically a blessing for students who keep forgetting groceries. The delivery is fast, the app is simple, and most essentials are always in stock. Prices are a bit higher than local shops, but the convenience makes up for it. It’s perfect for last-minute snacks, assignments nights, or quick daily essentials.",4,Extremely Satisfied
758,good 👍,5,Satisfied
759,best product ♥️♥️,5,Extremely Satisfied
760,worst app can't even cancel the order,1,Dissatisfied
761,Great app and Delivery is faster than other app.,5,Satisfied
762,ok,5,Satisfied
763,gud,4,Neutral
764,Best,5,Satisfied
765,super app,5,Satisfied
766,super 😍,5,Extremely Satisfied
767,good,5,Satisfied
768,good 👍,5,Satisfied
769,"👎 badddd, very bad",1,Dissatisfied
770,worst experience of my life I had cancelled my order within 1min but they charged 100% cancellation fee,1,Dissatisfied
771,I LOVE THIS SOOOOOOOOOOOOO MUCH,5,Satisfied
772,very nice aap estamart,5,Satisfied
773,nice 👍,5,Satisfied
774,Very awesome app and products price is very cheap Matlab under budget,5,Satisfied
775,excellent service thanks 👍.,5,Extremely Satisfied
776,nice,5,Satisfied
777,nice discount ❤️,5,Satisfied
778,super service,5,Satisfied
779,good,5,Satisfied
780,great deals,5,Satisfied
781,Good,5,Satisfied
782,good 👍😊,5,Extremely Satisfied
783,Nice,5,Satisfied
784,excellent 👌🏻,5,Extremely Satisfied
785,nise,5,Neutral
786,super 👍,5,Satisfied
787,thank you,5,Satisfied
788,nice 👍,5,Satisfied
789,Very fast and easy,4,Satisfied
790,good,5,Satisfied
791,good,5,Satisfied
792,All good 👍.,4,Satisfied
793,it could be a little convenient,4,Neutral
794,good,5,Satisfied
795,Swiggy Instamart Is Not Avilable In My Area And Other Places. So Kindly Make This Extend In Other Places.,2,Satisfied
796,good,5,Satisfied
797,Great,5,Satisfied
798,perfect in everything ✨,5,Satisfied
799,fast and easy way,5,Satisfied
800,please add amul dark chocolate in your bag,3,Satisfied
801,good,3,Satisfied
802,Good and it's affordable price🥰,5,Extremely Satisfied
803,like it,4,Satisfied
804,good,5,Satisfied
805,good 👍,5,Satisfied
806,good,5,Satisfied
807,good 👍,5,Satisfied
808,gud,4,Neutral
809,GOOD,4,Satisfied
810,delevery delay,1,Dissatisfied
811,slow speed,4,Neutral
812,ideal quick commerce,5,Satisfied
813,nice,5,Satisfied
814,"user convenient,easy to access",5,Neutral
815,good,1,Satisfied
816,good,5,Satisfied
817,nice 👍,4,Satisfied
818,good,4,Satisfied
819,good,5,Satisfied
820,😊,5,Satisfied
821,good,5,Satisfied
822,i ordered a laptop stand first it shows alluminium stand and i received plastic stand. later i checked the product was gone and the delivered product was there. when I confronted the customer service they denied it and just give me scripted message,1,Dissatisfied
823,good,5,Satisfied
824,very good service,4,Satisfied
825,very good,5,Satisfied
826,mera area me nehi aata hai,1,Neutral
827,good,5,Satisfied
828,ok,5,Satisfied
829,super,5,Satisfied
830,The app is glitching and lagging so bad,3,Extremely Dissatisfied
831,nice,5,Satisfied
832,ok,1,Satisfied
833,good,5,Satisfied
834,Kanpur location is not serviceable,1,Neutral
835,rate is good,5,Satisfied
836,good app,5,Satisfied
837,very useful for every one,5,Satisfied
838,nice,5,Satisfied
839,super,4,Satisfied
840,"You have to develop this app to villages too and in other cities too I couldn't experience your service so, I will not rate it not because of it's not available in my Village or some other cities because I couldn't experience your service",1,Neutral
841,good,5,Satisfied
842,nice,5,Satisfied
843,good,3,Satisfied
844,wow,5,Satisfied
845,my bill is 446 is total show ing and cut the amount is 503,3,Dissatisfied
846,os is ok but there is a loop hole to maintain their avg delivery time.,3,Neutral
847,delivery on time delivery parteners behavior is very good,5,Satisfied
848,👌,5,Satisfied
849,goodto operate and for services,5,Neutral
850,thand mein bahut aaram hai,5,Neutral
851,nice,4,Satisfied
852,good,1,Satisfied
853,got 101 off on first order good one 👍,4,Satisfied
854,super,5,Satisfied
855,super,5,Satisfied
856,mast,1,Neutral
857,wellcom,5,Neutral
858,good,5,Satisfied
859,nice service,5,Satisfied
860,Good,5,Satisfied
861,good 😊,3,Extremely Satisfied
862,very good,4,Satisfied
863,good timing,5,Satisfied
864,good,5,Satisfied
865,I LOVE THIS BE WITH ME,5,Satisfied
866,good,3,Satisfied
867,very nice ❣️❣️🤙,5,Extremely Satisfied
868,good,3,Satisfied
869,Good service,3,Satisfied
870,good,5,Satisfied
871,good 👍,4,Satisfied
872,good app,5,Satisfied
873,authentic,5,Neutral
874,very useful,5,Satisfied
875,great app too much easier to get everything within minutes,5,Extremely Satisfied
876,yus,4,Neutral
877,👍🏻,5,Neutral
878,Great 👍,4,Satisfied
879,nice app,5,Satisfied
880,supar,5,Neutral
881,nice,5,Satisfied
882,nice 👍👍👍👍,3,Satisfied
883,good product good service,5,Satisfied
884,thanku,5,Neutral
885,good 👍,3,Satisfied
886,nice,5,Satisfied
887,thanks mate,4,Satisfied
888,nice,5,Satisfied
889,All rounder order delevery time to time no tension fast food 1 number insta Mart,5,Satisfied
890,nice service,5,Satisfied
891,nice it also provides delivery at late night loving this app it's better than zepto and blinkit,5,Extremely Satisfied
892,very good appp refund is easily received,5,Satisfied
893,goooddd,5,Neutral
894,good 😊,5,Extremely Satisfied
895,nice,5,Satisfied
896,good,1,Satisfied
897,sabse jyada ghatiya app hai isase badhiya billing kit aur jepto he😡😡 ek ghanta laga diye ek delivery ke liye kabhi download mat Karna isko,1,Neutral
898,Falak Siddiqui it's awesome,5,Satisfied
899,best delivery app love it..❤️,5,Extremely Satisfied
900,"This is not Instamart, this is Latemart. Never come on time takes 30-40 mins to deliver an order.",1,Neutral
901,yes yes,5,Satisfied
902,super fast,5,Satisfied
903,very nice,5,Satisfied
904,good,5,Satisfied
905,good,3,Satisfied
906,good rate,5,Satisfied
907,very nice,5,Satisfied
908,good 👍,5,Satisfied
909,Thanks to insta Mart,5,Satisfied
910,good,5,Satisfied
911,good,5,Satisfied
912,pahla order h aage dekhta huu,3,Neutral
913,very good,5,Satisfied
914,good,5,Satisfied
915,good,5,Satisfied
916,very good,5,Satisfied
917,all rounder,5,Neutral
918,best,5,Satisfied
919,acha hai lekin kuch cheeze bht mehngi hai compare to shops ....,5,Neutral
920,nice 👍👌,5,Extremely Satisfied
921,its very useful,5,Satisfied
922,very good service,5,Satisfied
923,fast service good aap,5,Satisfied
924,nice,5,Satisfied
925,good 👍,4,Satisfied
926,good,5,Satisfied
927,Best grocery app,5,Satisfied
928,app experience is not good..,1,Dissatisfied
929,Good app and offers are also good,5,Satisfied
930,because another competitor gives less product discount,3,Neutral
931,keep up the good work 👍,5,Satisfied
932,good,5,Satisfied
933,good,5,Satisfied
934,good,3,Satisfied
935,"Good app, offers are good.",5,Satisfied
936,nice,5,Satisfied
937,very good,5,Satisfied
938,wow,5,Satisfied
939,best app in Hyderabad,5,Satisfied
940,keep goalkeeping gloves please,1,Satisfied
941,Wonderful Offers. Quick delivery and products as promised. Recommended,5,Extremely Satisfied
942,for 50 free cash 🥳,5,Satisfied
943,nice,5,Satisfied
944,little bit fast,4,Neutral
945,Good service,5,Satisfied
946,very good,5,Satisfied
947,perfect for hurry things,5,Satisfied
948,good,4,Satisfied
949,super,5,Satisfied
950,hi good work delivery 👏,5,Satisfied
951,"Customer support was useless. You already failed to help on the official channel. And just to be clear, do not put any apology in my feedback here. Edited 06/12/2025 What would you do if i write the issue again? For just getting your standard reply template without any action? I will advise to have an AI agent to address customer complaints that will give me a better reply than the useless team you have.",1,Dissatisfied
952,NICE,5,Satisfied
953,better,4,Satisfied
954,"It shows free cash 100 , but doesn't apply on cart.... That's very irritating",3,Dissatisfied
955,good service,5,Satisfied
956,good,5,Satisfied
957,Best,5,Satisfied
958,no good offers,2,Dissatisfied
959,very happy,5,Satisfied
960,nice and reasonable rate of every product,5,Satisfied
961,surat me to h nhi kya faltu add krte ho,1,Neutral
962,ok,5,Satisfied
963,ok,5,Satisfied
964,coupon issue,3,Neutral
965,Good Service,5,Satisfied
966,1 star because I can't give 0 stars They charged me rupees 50 as cancellation charges for a misplaced order,1,Dissatisfied
967,it's good I'm happy,5,Extremely Satisfied
968,good,4,Satisfied
969,good,5,Satisfied
970,good service,5,Satisfied
971,nice,4,Satisfied
972,u should delivery a little fast... you people show one time and deliver a too late and some items are not available in this store... like everteen products are not available,3,Satisfied
973,nice good 😊👍,5,Extremely Satisfied
974,discount bhot kam hai but quality of goods is best,4,Extremely Satisfied
975,slow,1,Neutral
976,my area don't get delivery or any nearby centres,1,Neutral
977,this is good,3,Satisfied
978,discount coupon showing invalid during payment and 100rs extra deducted from account,3,Neutral
979,good 👍🏻,5,Satisfied
980,good,2,Satisfied
981,good service,5,Satisfied
982,Excellent,5,Satisfied
983,good,5,Satisfied
984,good,5,Satisfied
985,good,1,Satisfied
986,very helpful app,5,Satisfied
987,excellent,5,Satisfied
988,best,5,Satisfied
989,", ok 👌",4,Extremely Satisfied
990,very good app service 👍🏻♥️,5,Extremely Satisfied
991,very nice 👍,1,Satisfied
992,good,5,Satisfied
993,awesome app...very useful for hostel staying students ❤️‍🩹,5,Extremely Satisfied
994,Good,5,Satisfied
995,good,4,Satisfied
996,very interesting,5,Satisfied
997,Nice and smart,5,Satisfied
998,Brialliant Job.,5,Neutral
999,good,5,Satisfied
1000,amezing 😜,5,Neutral
,,4.25,
